duration,protocol_type,src_bytes,dst_bytes,packet_count,flow_rate,wrong_fragment,urgent,count,srv_count,label
0.07480230434508339,tcp,36.08702764619589,0.5283819907977816,4671,4073.9066807474833,0,0,403,31,ddos
29.907591795840208,tcp,515.1928369582624,643.4604176653356,899,34.02052025297339,0,0,488,229,normal
1.6213339628959373,tcp,91.51463914984377,816.2547208494634,687,39.8887349043134,0,0,434,41,normal
23.39624160877396,tcp,959.6051019519726,216.5999566093648,1235,5.57351665590374,0,0,172,187,normal
12.472614315536012,tcp,1259.9874541435775,1449.8954437051361,4050,15.953024749674224,0,0,92,11,normal
0.7593541318409944,tcp,23.397846824589937,53.15509311058765,1067,2987.23434330646,1,0,319,275,ddos
27.295612091753362,tcp,251.52173236491626,1486.9964354850756,1350,19.34701804046476,0,0,250,91,normal
5.189885987723036,udp,1316.3299181855105,1371.288143476694,1515,32.238265037300096,0,0,390,232,normal
0.49263447382353864,tcp,12.063211400873836,46.27495526083119,185,3147.232268295164,0,0,488,280,ddos
18.93735415283432,tcp,299.2179663263581,938.7736179338052,2049,4.634893554829679,0,0,483,28,normal
6.836390429591767,udp,1295.3868541653083,714.7172781108081,4818,41.08540411052235,0,0,449,323,normal
0.3143083800534542,tcp,21.40331012322987,27.18087210609482,2447,307.6227752421014,0,0,344,118,portscan
24.77439844126684,udp,1328.3404926526641,43.09202178475527,3705,4.160239846944409,0,0,44,119,normal
10.87541762386731,udp,933.0008015862869,972.1936833174697,3158,12.287914873187272,0,0,58,179,normal
5.492576276871042,udp,834.9208440260442,941.5809743741842,3623,13.594224133937384,0,0,35,386,normal
0.07532422545689499,tcp,14.805797817818458,3.566587915961108,1193,3197.332654463254,0,0,16,122,ddos
3.23889350529251,udp,367.81499418001346,1053.5932815697213,946,35.69563108106266,0,0,172,433,normal
9.683537540258872,udp,716.5917547165045,776.2217396634801,3118,193.58445507412182,0,1,497,391,botnet
0.4737260542457162,tcp,9.226199663994358,29.82521011509423,2446,53.60055792002819,0,0,365,489,portscan
4.026167194278209,tcp,154.0505691985249,196.41062222786525,2513,97.81101706743736,0,1,428,289,bruteforce
13.687519069629168,udp,405.7083362120594,91.12122480118788,1410,196.87529740501733,0,0,107,67,botnet
10.426963455767812,tcp,811.9390569259766,1227.614009027304,2328,7.488912673270763,0,0,132,10,normal
6.099932099846232,udp,230.77656917775244,425.21901317807055,399,36.297535493529196,0,0,265,188,normal
19.02886697992731,udp,777.9983854935083,759.2486875777493,1017,33.42613432898104,0,0,477,24,botnet
23.51434061619748,tcp,73.47917081677235,123.94524780791347,4627,19.435290681989567,0,0,428,185,normal
11.467407369581288,tcp,404.3945878192806,444.86137697713224,1736,231.30258198970185,0,0,368,295,botnet
4.692035394674824,udp,1046.2244398632874,1333.2090045544032,2000,10.360437951428423,0,0,413,258,normal
2.9296874445603076,tcp,192.23308903114216,98.51283956654828,1222,121.56961290252504,0,0,289,22,bruteforce
0.9547430083123842,tcp,33.37326085081503,46.46434218359963,4176,1005.852587343473,0,0,327,298,ddos
3.76521944197993,tcp,24.021337889198705,102.61489359954736,1879,20.556377548076334,0,0,123,289,bruteforce
14.479221806172347,udp,452.39032923454806,927.397147170303,1061,27.81467400757228,0,0,41,262,normal
22.394874938011945,udp,780.2874709317001,965.5586466511437,3795,8.525369922945487,0,0,85,346,normal
18.723243879099627,tcp,937.2145192590432,113.82671208798507,1040,10.248062658374504,0,0,265,99,normal
20.764847234672107,tcp,691.013747281547,1358.1440157280383,692,39.41627039898897,0,0,43,118,normal
3.30442045293685,tcp,54.801028481114756,77.825963195891,394,39.759274963373564,0,0,438,142,bruteforce
26.50549377287411,udp,792.2440950248474,1053.1310473768835,1961,28.736592035087973,0,0,44,341,normal
18.450043120104983,udp,698.2850055602496,88.16923804828153,1741,15.866005074932815,0,0,136,216,normal
26.037969889394514,tcp,540.5987837202019,264.3139123495081,4218,37.03898655510214,0,0,355,205,normal
5.989696777037725,udp,1272.6694566692288,199.3403645004824,291,1.6116022327628863,0,0,426,146,normal
0.3981468298797899,tcp,6.81817740475311,32.39155369883516,2913,1320.644093361753,0,0,399,372,ddos
18.68788553420702,udp,95.07683884243954,742.5362945392309,303,30.475260028874303,0,0,85,64,normal
5.7651936366201415,udp,461.72526365489716,52.732593165743566,4256,11.282412018338535,1,0,121,431,normal
4.225230334209715,tcp,120.73309123576573,56.04558770464605,25,92.5974138048712,0,0,499,446,bruteforce
22.443367025742887,udp,634.8378293258696,1157.6281105432602,4496,17.323623269326983,0,0,452,418,normal
14.163700669567534,tcp,598.579437808282,352.306951493103,324,83.8206572806993,0,0,81,243,botnet
20.12743844100706,udp,104.83422529661253,1208.2572920706184,1454,12.821093036078203,0,0,221,95,normal
16.6163052004304,udp,1217.2104089880086,1418.3581706281298,4518,49.02857235162469,0,0,158,267,normal
23.811321579187535,tcp,1176.778696613428,747.9063190900988,903,25.882402928604307,0,0,148,219,normal
10.031675126333203,udp,310.5198654918733,1345.732518389666,1814,32.24395452951386,0,0,392,371,normal
13.14047903720825,tcp,1171.9660521268706,1323.3928632478733,1829,9.07647247668994,0,0,391,46,normal
12.997652125858068,tcp,1460.768795515407,1267.032937463263,4746,6.888285088669835,0,0,472,420,normal
4.70750053494862,tcp,43.56235979671005,54.2412352208738,2894,110.79275248948306,0,0,389,298,bruteforce
10.725260123644354,tcp,569.7438318623775,338.44112472751493,1188,32.85448704508714,0,0,218,230,normal
1.9885720096710637,tcp,79.09670821936027,140.58823347520968,4169,125.69862791804725,0,0,421,330,bruteforce
7.691343528879331,tcp,1164.2480088736359,374.81632690978796,711,26.130685903193477,0,0,309,36,normal
0.4327442022060321,tcp,28.929881051437214,33.38486270513172,1841,245.93843220867168,0,0,466,35,portscan
19.10268465989504,tcp,883.7235102231367,829.2223281665846,1913,31.794636392803685,0,0,31,415,normal
13.743101788218299,udp,314.7245550586068,212.0095682156785,2309,280.65590316998333,0,1,48,314,botnet
11.320816376835474,tcp,1055.8977523516128,239.17152130512122,1426,21.396299617693188,0,0,282,416,normal
19.61176082783575,udp,1355.5200761851372,201.16788773094282,3765,44.94063312855785,0,0,454,330,normal
4.2026166079393095,udp,394.9361869980113,1424.7600099994838,2258,46.25872136390992,0,0,184,86,normal
0.485193366506681,tcp,23.06204132949194,20.881270825141197,1648,327.21447776519005,0,0,430,176,portscan
0.22101894193942817,tcp,30.104476014181735,30.887562315463683,34,3824.402305601316,0,0,18,429,ddos
8.240022699170254,tcp,695.6759790873341,387.43852974207635,3081,18.46297609185516,0,0,369,413,normal
20.444522289530667,udp,1278.941867532263,1496.1146954070493,2295,22.133888495016322,0,0,34,350,normal
3.2563766297618444,tcp,85.60577125587828,58.32514577897459,1398,122.85310670399885,0,0,9,440,bruteforce
2.515482381740532,tcp,868.2388821683247,409.1724524555674,2051,21.39314595869784,0,0,103,235,normal
19.844748044182374,tcp,364.9018363768465,509.19013541935084,4745,32.30461742414058,0,0,408,69,botnet
0.6045036885785091,tcp,11.48043031212476,30.58655227006444,4852,4750.329786541384,0,0,41,291,ddos
8.309650279481453,tcp,1196.8759414554008,144.34410752879802,1077,38.117151691133365,0,0,194,242,normal
1.3304806815667691,tcp,531.0631806556412,693.2381120956586,3741,12.894496751198076,0,0,249,58,normal
21.27192794693928,udp,629.3418046367848,1374.5691753505994,283,5.180986417474751,0,0,304,232,normal
22.88225053906884,udp,1031.7536951053216,1153.0863471178768,3576,41.626957681594895,0,0,56,370,normal
29.602276225404037,tcp,88.24176143200343,295.1428299421323,4443,45.97989276786257,0,0,380,171,normal
17.6855758086107,udp,1132.0797284107446,1378.6829581426946,4340,1.0558471664131448,0,0,394,105,normal
3.2930180418176533,tcp,145.92021604400176,84.3297291626363,376,66.28127612488065,0,0,428,291,bruteforce
0.9986319049592456,udp,177.32848919862064,1055.3983858620768,3152,16.09934762542025,0,0,66,131,normal
0.7559105953323195,tcp,22.67485845075353,47.667888097360425,2524,685.6902296562689,0,0,35,32,ddos
1.1147467613863822,tcp,199.34030011987696,52.808060600861836,4960,81.45614376440486,1,0,365,457,bruteforce
19.574916462327387,udp,668.9668290884885,946.4684871555799,2673,34.780674566734675,0,0,143,306,normal
15.328708161931623,tcp,60.309197415357744,130.18944964667423,642,180.56749012998395,0,0,272,124,botnet
7.419415396349348,udp,1228.920859468188,869.4661075853023,2775,20.689652671163625,0,0,426,87,normal
24.590457348313603,udp,703.8326226235539,1232.889058660306,1041,44.56758622426985,0,0,56,169,normal
13.182337067467987,tcp,152.9222432934373,1442.4332060152553,1974,21.16474160471155,0,0,389,160,normal
1.0169426560744967,udp,1044.5934952686498,1190.0860798766687,4170,35.77292462031598,0,0,144,367,normal
19.220883621166774,tcp,122.66357045788646,447.4661125559581,686,19.752109875222924,0,0,438,358,normal
1.5161768216487106,udp,589.6887480941199,1119.5658195847261,3379,32.02802462304609,0,0,497,74,normal
17.740558145066107,tcp,384.4370132421419,1370.9145303477724,3375,13.956000088005611,0,0,284,329,normal
14.778262899925629,udp,458.14586167422993,206.07299499447723,1609,110.00043643665985,0,0,72,249,botnet
0.2192686937191637,tcp,30.66020084873433,16.994156216038764,591,176.68097153900072,0,0,3,332,portscan
0.09192429023135457,tcp,33.22616265266738,27.704350727029844,233,332.3916098448269,0,0,110,92,portscan
